arachidonic acid,ácido araquidónico,
arachidyl alcohol,alcohol araquidico,
"arachin, arachine",araquina,
aragonite,aragonito,
,,
aragonite needles,agujas de aragonito,
aralkonium chloride,cloruro de aralconio,
aralkyl,aralquilo,
aramid,aramida,
arbutin,arbutina,
archaeometry,arqueometria,
arene,areno,
Arens-van Dorp synthesis,sintesis de Arens-van Dorp,
argentite,argentita,
argentum,argentum,
arginase,arginasa,
arginine,arginina,
argon,argón,
arkose,arcosa,
Armstrong's acid,Acido de Armstrong,
Arndt-Eistert synthesis,sintesis de Arndt-Eistert,
aromatic,aromático,
aromaticity,aromaticidad,
aromatization,aromatización,
arsacetin,arsacetina,
arsanilic acid,Acido arsanilico,
arsenic,arsénico,
arsenic acid,Acido arsénico,
arsenical Babbitt,arseniacal Babbitt,
arsenical nickel,niquel arseniacal,
arsenic anhydride,anhidrido arsénico,
arsenic black,negro de arsénico,
arsenic bromide,bromuro de arsénico,
arsenic chloride,cloruro de arsénico,
arsenic disulfide,disulfuro de arsénico,
arsenic hydride,hidruro de arsénico,
arsenic pentafluoride,pentafluoruro de arsénico,
arsenic pentasulfide,"pentasulfuro de arsénico,",
arsenic pentoxide,pentóxido de arsénico,
arsenic sesquióxide,sesquióxido de arsénico,
arsenic sulfide,sulfuro de arsénico,
arsenic thioarsenate,tioarseniato de arsénico,
arsenic tribromide,tribromuro de arsénico,
arsenic trichloride,tricloruro de arsénico,
arsenic trifluoride,trifluoruro de arsénico,
arsenic trioxide,trióxido de arsénico,
arsenic trisulfide,trisulfuro de arsénico,
arsine,arsina,
arsphenamine,arsfenamina,
artificial cinnabar,cinabrio artificial,
artificial snow, nieve artificial,
aryl,arilo,
arylalkyl,arilalquilo,
asarone,asarona,
asbestine,asbestina,
asbestos,asbesto,
ascaridole,ascaridol,
ascorbic acid,ácido ascórbico,
ascorbic acid oxidase,oxidasa del ácido ascórbico,
ascorbyl palmitate,palmitato de ascorbilo,
ase-,asa-,
ash,ceniza,
askarel,askarel,
asparagic acid,ácido asparágico,
1-asparaginase,L-asparaginasa,
asparagin,asparagina,
asparaginic acid,ácido asparagínico,
aspartamic acid,ácido aspartámico,
aspartamide,aspartamida,
aspartic acid,ácido aspártico,
aspartocin,aspartocina,
aspergillic acid,ácido aspergílico,
asphalt,asfalto,
asphalt blown,asfalto soplado,
asphalt cut-back,asfalto diluido,
asphaltene,asfalteno,
asphalt liquid,asfalto líquido,
asphalt oxidized,asfalto oxidado,
asphalt paint,pintura asfáltica,
asphyxiant gas,gas asfixiante,
aspidospermine,aspidospermina,
assistant,asistente,
association,asociación,
A-stage resin,resina de fase A,
astatine,ástato,
astrochemistry,astroquímica,
asymmetry,asimetría,
atactic,atáctico,
#NAME?,"-ato, -ado",
atenolol,atenolol,
atmosphere,atmósfera,
atmosphere controlled,atmósfera controlada,
atmospheric pollution,polución atmosférica,
atom,átomo,
atomic absorption spectroscopy, espectroscopia de absorción atómica,
atomic energy, energía atómica,
atomic hydrogen welding,soldadura con hidrógeno atómico,
atomic number,número atómico,
atomic theory ,atomic theory teoría atómica,
atomic volume,volumen atómico,
atomic weight,peso atómico,
atrazine,atrazina,
atropine,atropina,
attapulgite,attapulguita,
attar,aceite especial,
"atto-,",atto-,
attrition mill,molino de frotación,
auger,"taladro, tornillo",
auramine,auramina,
aureolin,aureolina,
auric and aurous compound,compuestos áuricos y áureos,
aurin,aurina,
austenite,austenita,
austenitic alloys,aleaciones austeníticas,
Australian bark,corteza australiana,
autocatalysis,autocatálisis,
autoclave,autoclave,
autoignition point ,punto de autoignición,
automatic control,control automático,
automation,automatización,
automotive exhaust emission,emisión de los tubos de escape de los automóviles,
autoxidation,autooxidación,
Auwers-Skita rule,regla de Auwers-Skita,
Auwers synthesis,síntesis de Auwers,
auxiliary,auxiliar,
auxin,auxina,
auxochrome,auxocromo,
aviation gasoline,gasolina de aviación,
avidin avidina,avidina,
avocado oil aceite de aguacate,aceite de aguacate,
Avogadro's law ley de Avogadro,ley de Avogadro,
"3-azabicyclo(3,2,2)nonane","3-azabiciclo(3,2,2) nonano",
8-azaguanine,8-azaguanina,
azathioprime,azatioprina,
6-azauridine,6-azauridina,
azelaic acid,ácido acelaico,
azelaoyl chloride,cloruro de azelaoílo,
azeotropic distillation,destilación azeotrópica,
azeotropic mixture mezcla azeotrópica,mezcla azeotrópica,
azide,azida,
aziminobenzene,aziminobenceno,
azine dye,colorante azínico,
azinphos methyl,metil azinfos,
1-aziridineethanol,1-aziridinetanol,
aziridine,aziridine aziridina,
azlon,azlón,
azobenzene,azobenceno,
azobenzene-p-sulfonic acid,ácido azobenceno-p-sulfónico,
"4,4'azobis(4-cyanovaleric acid)","ácido 4,4'-azobis(4-cianovalérico)",
azobisdimethylvaleronitrile,azobisdimetilvaleronitrilo,
"1,1'-azobisformamide","1,1'-azobisformamida,",
azodicarbonamide,azodicarbonamida,
azobisisobutyronitrile,azobisisobutironitrilo,
azodicarbonamide,azodicarbonamida,
azodine,azodina,
azo dye,colorantes azoicos,
azo dye intermediate,colorantes azoicos,
azoic dye,colorantes azoicos insolubles,
azophenylene,azofenileno,
azosulfamide,azosulfamida,
azote,ázoe,
azotic acid,ácido azoico,
azoxybenzene,azoxibenceno,
azoxitoluidine azoxitoluidina,azoxitoluidina,
azulene,azuleno,
azure blue,"azul azur,",
azuresin,azurresina,
babassu oil,aceite de babasú,
Babbitt metal,metal de Babbitt,
Babcock test,prueba de Babcock,
B acid,ácido B,
bacillus,bacilo,
bacitracin,bacitracina,
bacitracin methylene disalicylate,metilendisalicilato de bacitracina,
bacteria,bacteria,
bactericide,bactericida,
bacteriophage,bacteriófago,
bacteriostat,bacteriostático,
baddeleyite,baddeleyita,
Badische acid,ácido Badische,
Baekeland (Bakelite) process,proceso de Baekeland (Bakelite),
Baeyer-Drewson indigo synthesis           ,sintesis de indigo de Baeyer-Drewson,
Baeyer-Villiger reactions,reacciones de Baeyer-Villiger,
baffle,tabique,
bagasse,bagazo,
baghouse,instalación de filtrado,
bait,cabo venenoso,
Baker-Nathan effect,efecto de Baker-Nathan,
Baker-Venkataraman rearrangement,redistribución de Baker-Venkataraman,
baking finish,acabado horneado,
baking powder,levadura en polvo,
baking soda,sosa de cocer,
balance,"balanza, balanza de precisión, equilibrio",
balata,balata,
Baldwin rules for ring closure,reglas de Baldwin para el cierre de anillo,
ball clay,arcilla grasa,
ball mill,molino de bolas,
Bally-Scholl synthesis,sintesis de BallyScholl,
balsam,bálsamo,
bamboo,bambú,
Bamford-Stevens reaction,reacción de Bamford- Stevens,
banana oil,aceite de plátano,
Banbury mixer,mezclador de Banbury,
"band, absorption",banda de absorción,
banded iron formation,formación de hierro en bandas,
barban,barbana,
barberite,barberita,
Barbier-Wieland degradation,degradación de Barbier-Wieland,
barbital,barbital,
barbiturate,barbiturato,
barbituric acid,ácido barbitúrico,
Bardhan-Sengupta phenanthrene synthesis   ,sintesis de fenantrenos de Bardhan-Sengupta,
bar disintegrator,desintegrador de barra,
Barfoed's reagent,reactivo de Barfoed,
barite,barita,
barium,bario,
barium-137,bario-137,
barium acetate,acetato bórico,
barium aluminate,aluminato bórico,
barium azide,azida de bario,
barium binoxide,bióxido bórico,
barium borotungstate,borotungstato bórico,
barium borowolframate,borowolframato bórico,
barium bromate,bromato bórico,
barium bromide,bromuro bórico,
barium carbonate,carbonato bórico,
barium chlorate,clorato bórico,
barium chloride,cloruro bórico,
barium chromate,cromato bórico,
barium citrate,citrato bórico,
barium cyanide,cianuro bórico,
barium cyanoplatinite,cianoplatinito bórico,
barium dichromate,dicromato bórico,
barium dioxide,dióxido bórico,
barium di-o-phosphate,di-o-fosfato bórico,
barium diphenylamine sulfonate,difenilaminsulfonato bórico,
barium dithionate,ditionato bórico,
barium ethylsulfate,etilsulfato bórico,
barium ferrite,ferrita bárica,
barium fluoride,fluoruro bórico,
barium fluosilicate,fluosilcato bórico,
barium fructose diphosphate,fructosa difosfato bórico,
barium hexafluorogermanate,hexafluogermanato bórico,
barium hydrate,hidrato bórico,
barium hydrosulfide,hidrosulfuro bórico,
barium hydroxide (anhydrous),hidróxido bórico anhidro,
barium hydroxide monohydrate,hidróxido bórico monohidrato,
barium hydroxide octahydrate,hidróxido bórico octahidrato,
barium hydroxide pentahydrate,hidróxido bórico pentahidrato,
barium hypophosphite,hipofosfito bórico,
barium hyposulfate,hiposulfato bórico,
barium hyposulfite,hiposulfito bórico,
barium iodate,yodato bórico,
barium iodide,yoduro bórico,
barium manganate,manganato bórico,
barium mercury bromide,bromuro bórico mercúrico,
barium mercury iodide,yoduro bórico mercúrico,
barium metaphosphate,metafosfato bórico,
barium metasilicate,metasilicato bórico,
barium molybdate,molibdato bórico,
barium monohydrate,monohidrato bórico,
barium monosulfide,monosulfuro bórico,
barium monoxide,monóxido bórico,
barium nitrate,nitrato bórico,
barium nitrite,nitrito bórico,
barium octahydrate,octahidrato bórico,
barium oxalate,oxalato bórico,
barium oxide,óxido bórico,
barium pentahydrate,pentahidrato bórico,
barium perchlorate,perclorato bórico,
barium permanganate,permanganato bórico,
barium peroxide,peróxido bórico,
"barium phosphate, secondary",fosfato bórico secundario,
barium phosphosilicate,fosfosilicato bórico,
barium platinum cyanide,cianuro de bario y platino,
barium potassium chromate,pigmento de cromato bórico potdsico,
barium protoxide,protóxido bórico,
barium pyrophosphate,pirofosfato bórico,
barium selenide,seleniuro bórico,
barium silicate,silicato bórico,
barium silicide,siliciuro bórico,
barium silicofluoride,silicofluoruro bórico,
barium-sodium niobate,niobato sódico bórico,
barium stannate,estannato bórico,
barium stearate,estearato bórico,
barium sulfate,sulfato bórico,
barium sulfide,sulfuro bórico,
barium sulfite,sulfito bórico,
barium sulfocyanide,sulfocianuro bórico,
barium superoxide,superóxido bórico,
barium tartrate,tartrato bórico,
barium thiocyanate,tiocianato bórico,
barium thiosulfate,tiosulfato bórico,
barium titanate,titanato bórico,
barium tungstate,tungstato bórico,
barium zirconate,zirconato bárico,
barium zirconium silicate,silicato de bario y zirconio,
bark,corteza,
"barking, hydraulic",descortezamiento hidráulico,
barn,barn,
Barnett acetylation method,método de acetilación de Barnett,
barometric pressure,presión barométrica,
barrel finishing,acabado en barril,
"barrier, moisture",aislante de humedad,
barthrin,bartrina,
Barton reaction,reacción de Barton,
Bart reaction,reacción de Bart,
"baryta, calcined",barita calcinada,
baryta caustic,barita cáustica,
baryta water,agua de barita,
baryta yelow,amarillo de barita,
barytes,baritas,
basal metabolism,metabolismo basal,
base,base,
BASF process,método BASF,
basic,básico,
basic dichromate,dichrmato básico,
basic fuchsin,fucsina básica,
basic lining,recubrimiento básico,
basic oxide,óxido básico,
basic research,investigación básica,
basic salt,sal básica,
basic slag,escoria básica,
basis metal,metal base,
bastnasite,bastnasita,
batch distillation,destilación discontinua,
bating,maceración,
batrachotoxinin A,batracotoxinina A,
battery,bateria,
battery acid,Acido de baterias,
battery limits,limite de baterias,
batu,batu,
Baudisch reaction,reacción de Baudisch,
Baumé,Baumé,
bauxite,bauxita,
Bayer process,método Bayer,
Bayer's acid,ácido de Bayer,
bay oil,aceite de laurel,
bead,cuenta,
beater,batidera,
Bechamp reaction,reacción de Bechamp,
Beckmann rearrangement,transposición de Beckmann,
beer,cerveza,
beerstone,piedra de la cerveza,
beeswax,cera de abejas,
beet sugar,azúcar de remolacha,
behenic acid,ácido behénico,
behenone,behenona,
behenyl alcohol,alcohol behenilico,
belladonna,belladona,
bemberg,bemberg,
Benary reaction,reacción de Benary,
bench gas,gas de perforaciones,
bendiocarb,bendiocarb,
Benedict solution,solución de Benedict,
beneficiation,beneficio,
benefin,benefina,
Benjamin gum,goma Benjamin,
benomyl,benomilo,
bensulide,bensulida,
benthos,bentos,
bentonite,bentonita,
benzalacetone,benzalacetona,
benzalazine,benzalazina,
benzal chloride,cloruro de benzal,
benzaldehyde,benzaldehido,
benzaldehyde cyanohydrin,cianhidrina del benzaldehido,
benzaldehyde green,verde de benzaldehido,
benzalkonium chloride,cloruro de benzalconio,
benzamide,benzamida,
"benzaminoacetic acid,",ácido benzaminoacético,
benzanilide,benzanilida,
benzanthrone,benzantrona,
benzathine penicillin ?,benzatina penicilina ?,
benzazimide,bezazimida,
benzene,benceno,
benzene azimide,bencenoazoimida,
benzeneazoanilide,bencenoazoanilida,
benzeneazobenzene,bencenoazobenzeno,
benzeneazonaphthylethylenediamine,bencenoazonaftiletilendiamina,
benzenecarboxylic acid,ácido bencenocarboxilico,
benzenediazonium chloride,cloruro de bencenodiazonio,
benzene dibromide,dibromuro de benceno,
benzene-o-dicarboxylic acid,ácido bencenoo-dicarboxilico,
benzene-p-dicarboxylic acid,ácido bencenop-dicarboxilico,
benzenemonosulfonic acid ,Acido bencenomonosulfónico,
benzenephosphinic acid,ácido bencenofosfinico,
benzenephosphonic acid,ácido bencenofosfónico,
benzenephosphorus dichloride,dicloruro bencenofosforoso,
benzenephosphorus oxydichloride,oxidicloruro bencenofosforoso,
"benzenesulfonic acid,",ácido bencenosulfónico,
"benzene- 1,3,5-tricarboxylic acid chloride","cloruro del ácido benceno- 1,3,5-tricarboxilico",
benzenoid,bencenoide,
benzenyl trichloride,tricloruro de bencenilo,
benzethonium chloride,cloruro de bencetonio,
benzhydrol,benzhidrol,
benzhydryl bromide,bromuro de benzhidrilo,
benzhydryl chloride,cloruro de benzhidrilo,
benzidine,bencidina,
benzidinedicarboxylic acid,ácido bencidindicarboxilico,
benzidine dye,colorante de bencidina,
benzidine rearrangement,transposición de la bencidina,
benzidine sulfate,sulfato de bencidina,
benzil,bencilo,
benzilic acid,ácido bencilico,
benzilic acid rearrangement,transformación del ácido bencilico,
benzimidazole,benzimidazol,
benzine,bencina,
benzocaine,benzocaina,
benzodihydropyrone,benzodihidropirona,
benzofuran,benzofurano,
benzoglycolic acid,Acido benzoglicólico,
benzoguanamine,benzoguanamina,
benzohydrol,benzohidrol,
benzoic acid,Acido benzoico,
benzoic aldehyde,aldehido benzoico,
benzoic anhydride,anhidrido benzoico,
benzoic trichloride,tricloruro benzoico,
benzoin ,benzoina,
benzoin condensation,condensación de la benzoina,
a-benzoin oxime,a-benzoinoxima,
benzoin resin,resina benjui,
benzol,benzol,
benzonitrile,benzonitrilo,
benzophenol,benzofenol,
benzophenone,benzofenona,
benzophenone oxide,óxido de benzofenona,
"3,3',4,4'-benzophenone tetracarboxylic dianhydride","dianhidrido tetracarboxilico de la 3,3',4,4'-benzofenona",
benzopyrene,benzopireno,
benzopyrone,benzopirona,
benzoquinone,benzoquinona,
benzosulfmide,benzosulfimida,
benzothiazole,Benzotiazol,
benzothiazolyl disulfide,disulfuro de benzotiazolito,
benzothiazyl-2-cyclohexylsulfenamide,2-ciclohexisulfenamida de benzotiacilo,
"2-benzothiazyl-N,N-diethylthiocarbamyl sulfide","sulfuro de 2-benzotiazil-N,N-dietiltiocarbamilo",
benzothiazyl disulfide,disulfuro de benzotiacilo,
"1,2,3-benzotriazole","1,2,3-benzothiazol",
benzotrifluoride,benzotricloruro,
benzotrifluoride,benzotrifluoruro,
trans-l-benzoylacrylic acid,acido trans-fl-benzoilacrilico,
N-benzoyl-1(+)-alanine,N-benzoil-L(+)-alanina,
benzoylamide,benzoilamida,
benzoylaminoacetic acid,ácido benzoilaminoacético,
benzoylaniline,benzoilanilina,
benzoyl chloride,cloruro de benzoilo,
"benzoyl-2,5-diethoxyaniline","benzoil-2,5-dietoxianilina",
benzoylferrocene,benzoilferroceno,
benzoyl fluoride,fluoruro de benzoilo,
benzoylglycin,benzoilglicina,
benzoylglycocoll,benzoilglicocola,
benzoyl peroxide,peróxido de benzoilo,
benzoylphenyl carbinol,benzoilfenilcarbinol,
2-benzoylpyridine,2-benzoilpiridina,
4-benzoylpyridine,4-benzoilpiridina,
benzoylsulfonic imide,imida benzoilsulfónica,
benzozone,benzozono,
"1,2-benzphenanthrene","1,2-benzofenantreno",
benzpyrene,benzpireno,
benzyl abietate,abietato de bencilo,
benzyl acetate,acetato de bencilo,
benzyl alcohol,alcohol bencilico,
benzyiamine,bencilamina,
N-benzyl-p-aminophenol,N-bencil-p-aminofenol,
2-benzylamino-l-propanol,2-bencilamino-l-propanol,
benzylaniline,bencilanilina,
benzylbenzene,bencilbenceno,
benzyl benzoate,benzoato de bencilo,
benzyl bromide,bromuro de bencilo,
benzyl butyrate,butirato de bencilo,
benzyl carbinol,bencilcarbinol,
"benzyl ""Cellosolve""","bencil, ""Cellosolve""",
benzyl chloride,cloruro de bencilo,
benzyl chlorocarbonate,clorocarbonato de bencilo,
benzyl chloroformate,cloroformiato de bencilo,
o-benzyl-p-chlorophenol,o-bencil-p-clorofenol,
benzyl cinnamate,cinamato de bencilo,
benzyl cyanide,cianuro de bencilo,
benzyl dichloride,dicloruro de bencilo,
benzyl ether,éter bencilico,
N-benzyldiethanolamine,N-bencildietanolamina,
N-benzyldimethylamine,N-bencildimetilamina,
benzyl disulfide,disulfuro de bencilo,
N-benzylethanolamine,N-benciletanolamina,
benzyl ethyl ether,benciletiléter,
benzyl ethylsalicylate,etilsalicilato de bencilo,
benzyl fluoride,fluoruro de bencilo,
benzyl formate,formiato de bencilo,
benzyl fumarate,fumarato de bencilo,
benzylhexadecyldimethylammonium chloride,cloruro de bencilhexadecildimetilamonio,
benzylhydroquinone,bencilhidroquinona,
benzylidene acetone,bencilidenacetona,
benzylidene azine,bencilidenazina,
benzylidene chloride,cloruro de bencilideno,
2-benzylidene-l-heptanol,2-benciliden-l-heptanol,
benzyl iodide,yoduro de bencilo,
benzyl isoamyl ether,bencilisoamiléter,
benzyl isobutyl ketone,bencilisobutilcetona,
benzyl isoeugenol,bencilisoeugenol,
benzyl isothiocyanate,isotiocianato de bencilo,
benzyl mercaptan,bencilmercaptano,
benzylmethylamine,bencilmetilamina,
"N-benzyl-N,N-methylethanolamine","N-bencil-N,N-metiletanolamina",
3-benzyl-4-methyl umbelliferone,3-bencil-4-metilumbeliferona,
p-benzyloxyphenol,p-benciloxifenol,
benzyl pelargonate, pelargonato de bencilo,
p-benzylphenol,p-bencilfenol,
benzyl phenylacetate,fenilacetato de bencilo,
benzyl phenyl ketone,bencilfenilcetona,
benzyl propionate,propionato de bencilo,
benzylpyridine,bencilpiridina,
benzyl salicylate,salicilato de bencilo,
benzyl succinate,succinato de bencilo,
benzyl sulfide,sulfuro de bencilo,
benzyl thiocyanate,tiocianato de bencilo,
benzyl thiol,benciltiol,
2-benzyl-6-thiouracil,2-bencil-6-tiouracilo,
benzyltrimethylammonium chloride,Cloruro de bencil trim etilamonio,
benzyltrimethylammonium hexafluorophosphate,hexafluofosfato de benciltrimetilamonio,
4-benzyltrimethylammonium methoxide,metóxido de 4-benciltrimetilamonio,
benzyne,bencino,
berberine,berberina,
bergamot oil,aceite de bergamota,
Bergius process,proceso de Bergius,
Bergius-Willstatter saccharification process,proceso de sacarificaci6n de Bergius-Willstatter,
Bergmann azlactone peptide synthesis,síntesis de póptidos azlactona Bergmann,
Bergmann degradation,degradación de Bergmann,
Bergmann-Zervas carbobenzoxy method,método carbobenz6xido de Bergmann-Zervas,
beri-beri,beri-beri,
berkelium,berkelio,
Berlin blue,azul Berlin,
Berlin red,rojo Berlin,
bertholite,bertolita,
beryl,berilo,
beryllia,berilia,
beryllides,beriluros,
beryllium,berilio,
beryllium acetate,acetato de berilio,
beryllium acetylacetonate,acetilacetonato de berilio,
beryllium carbide,carburo de berilio,
beryllium chloride,cloruro de berilio,
beryllium copper,berilio-cobre,
beryllium fluoride,fluoruro de berilio,
beryllium hydrate,hidrato de berilio,
beryllium hydride,hidruro de berilio,
beryllium hydroxide,hidróxido de berilio,
beryllium metaphosphate,metafosfato de berilio,
beryllium nitrate,nitrato de berilio,
beryllium nitride,nitruro de berilio,
beryllium oxide,óxido de berilio,
beryllium potassium fluoride,fluoruro de berilio y potasio,
beryllium potassium sulfate,sulfato de berilio y potasio,
beryllium sodium fluoride,fluoruro de berilio y sodio,
beryllium sulfate,sulfato de berilio,
beta,beta,
beta battery,bateria beta,
betaine hydrochloride,clorhidrato de betaina,
betaine phosphate,fosfato de betaina,
beta particle,partícula beta,
betatron,betatron,
BettendorPs reagent,reactivo de Bettendorf,
Betterton-Kroll process,proceso Betterton-Kroll,
Belli reaction,reacci6n de Betti,
Betts process,proceso Betts,
betula oil,aceite de bétula,
BF3-ether complex,complejo BF3-éter,
BFI powder,polvo BFI,
BF3-MEA,BF3-MEA,
BF3-MeOH,BF3-MeOH,
BHMT Amine,amina BHMT,
bibenzyl,bibencilo,
bicalcium phosphate,fosfato bicdlcico,
bicarburetted hydrogen,hidrógeno bicarburado,
bicyclic,biciclico,
bicyclohexyl,biciclohexilo,
biformin,biformina,
Biginelli reaction,reacción Biginelli,
bile acid,ácido biliar,
bilirubin,bilirrubina,
bimetal,bimetal,
binapacryl,binapacrilo,
binary,binario,
bind,aglutinar,
binder,aglutinante,
binding energy,energia de enlace,
biochemical oxygen demand,demanda biológica de oxigeno,
biochemistry,bioquimica,
biocide,biocida,
biocolloid,biocoloide,
biocomputer,biocomputadora,
bioconversion,bioconversión,
biocytin,biocitina,
biodegradability,biodegradabilidad,
bioelectrochemistry,bioelectroquimica,
bioengineering,bioingenieria,
bioethics,bioética,
bioflavonoid,bioflavonoide,
biogns,biogas,
biogeochemistry,biogeoquimica,
biogenesis,biogénesis,
biogenic sediment,sedimento biogénico,
bioinorganic chemistry,quimica bioinorgdánica,
bioluminescence,bioluminiscencia,
biomass,biomasa,
biomaterial,biomaterial,
biomimetic chemistry,quimica biomimética,
biopolymer,biopolimero,
biophyl,biofila,
bioresmethrin,biorresmetrina,
biosynthesis,biosintesis,
biota,biota,
biotechnology,biotecnologia,
biotin,biotina,
N-biotinyl-L-lysine,N-biotinil-L-lisina,
biphenyl,bifenilo,
o-biphenylamine,o-bifenilamina,
o-biphenyl biguanide,o-bifenilbiguanida,
"2,4'-biphenyldiamine","2,4'-bifenildiamina",
Birch reduction,reducción Birch,
birefringent,birrefringente,
"N,N-bisacetoxyethylaniline","N,N-bisacetoxietilanilina",
"2,2-bis(acetoxymethyl)propyl acetate","acetato de 2,2-bis(acetoximetil)propilo",
bisamides,bisamidas,
bis(2-aminoethyl)sulride,sulfuro de bis(2-aminoetilo),
"N,N-bis(3-aminopropyl)methylamine","N,N-bis(3-aminopropil)metilamina",
"1,3-bis(2-benzothiazolyl-mercaptomethyl) area","urea 1,3-bis(2-benzotiazolil-mercaptometil)",
p-bis(2-(5-p-biphenyloxazoyl))benzene,benceno p-bis(2-(5-p-bifeniloxazolil)),
"2,2-bis(p-bromophenyl)-1,1,1-trichloroethane","2,2-bis(p-bromofenilo)-1,1,1-tricloroetano",
"bis(tert-butylperoxy)-2,5-dimethylhexane","bis(terc-butilperoxi)-2,5-dimetilhexano",
Bischler-Mohlau indole synthesis,sintesis de indol de Bischler-Mohlau,
Bischler-Napieralski reaction,reacción Bischler-Napieralski,
bis(2-chloroethoxy)methane,bis(2-cloroetoxi)metano,
4-lp-[bis(2-chloroethyl)aminolphenyl]butyric acid,ácido 4-[p-[bis(2-cloroetil)aminol fenillbutirico,
5-[bis(2-chioroethyl)amino Iuracil,5-[bis(2-cloroetil)amino]uracilo,
bis(2-chloroethyl)ether,bis(2-cloroetil)6ter,
bis(chloromethyl)ether,bis(clorometil)6ter,
"1,1'-bischloromercuriferrocene","1,1'-biscloro-mercuriferroceno",
"3,3-bis(chloromethyl)oxetane","3,3-bis(cloro-metil)oxetano",
,,
bis(p-chlorophenoxy)methane,bis(p-clorofenoxi)metano,
"2,2-bis(p-chlorophenyl)-1,1-dichloroethane","2,2-bis(p-clorofenil)-1,1-dicloroetano",
"1,1-bis(p-chlorophenyl)ethanol","1,1-bis(p-clorofenil)etanol",
"1,1'-bis(p-chlorophenyl)-2,2,2-trichlorethanol","1,1'-bis(p-clorofenil)-2,2,2-tricloroetanol",
bis-cyclopentadienyliron,bis-ciclo pentadienilhierro,
"bis(2,6-diethylphenyl)carbodiimide","bis(2,6-dietilfenil)carbodiimida",
"2,6-bis(dimethylaminomethyl)cyclohexanone","2,6-bis(dimetilaminometil)ciclohexanona",
"2,6-bis(dimethylaminomethyl)cyclohexanone dihydrochloride","diclorhidrato de 2,6- bis(dimetilaminometil)ciclohexanona",
"bis(1,3-dimethylbutyl)amine","bis(1,3-dimetilbutil)amina",
"N,N'-bis(1,4-dimethylpentyl)-p-phenylenediamine","N,N'-bis(1,4-dimetilpentil)-p-fenilendiamina",
bis(2-ethylhexyl)phthalate,bis(2-etilhexil)ftalato,
"N,N-bis(1-ethyl-3-methylpentyl)p-phenylene-diamine","N,N-bis(1-etil-3-metilpentil)p-fenilendiamina",
"2,2-bis(p-ethylphenyl)-1,1-dichloroethane","2,2-bis(p-etilfenil)-1,1-dicloroetano",
bisethylxanthogen,bisetilxantógeno,
"1,3-bis(3-glycidoxypropyl)tetramethyldisiloxane","1,3-bis(3-glicidoxipropil)tetrametildisiloxano",
bishydroxycoumarin,bishidroxicumarina,
bis(1-hydroxycyclohexyl)peroxide,peróxido de bis(1-hidroxiciclohexilo,
"N,N-bis(2-hydroxyethyl)alkilamine","N,N-bis (2-hidroxietil)alquilamina",
bis(hydroxyethyl)butydienol ether,éter bis(hidroxietil)butinodiólico,
bis(hydroxyethyl)cocoamine oxide,óxido de bis(hidroxietileno)cocoamina,
"N,N-bis(hydroxyethyl)oleamide","N,N-bis(hidroxietil)oleamida",
?-bishydroxyethyl sulfide,sulfuro de ?-bis-hidroxietilo,
"1,3-bishydroxymethylurea","1,3-bishidroximetilurea",
"4,4-bis(4-hydroxyphenyl)pentanoic acid","ácido 4,4-bis(4-hidroxifenil)pentanoico",
bishydroxyphenyl sulfone,bishidroxifenil sulfona,
"1,4-bis(2-hydroxypropyl)-2-methylpiperazine","1,4-bis(2-hidroxipropil)-2-metilpiperazina",
bis-intercalator,bis-intercalador,
"2,4-bis(isopropylamino)-6-methoxy-s-triazine","2,4-bis(isopropilamino)-6-metoxi-s-triazina",
bis-keto-triazine,bis-cetrotriazina,
Bismarck Brown R,pardo Bismarck R,
Bismarck Brown Y,pardo Bismarck Y,
bis(2-methoxyethoxy)ethyl ether,eter bis(2-metoxietoxi)etilico,
bis(1-methylamyl)sodium sulfosuccinate,sulfosuccinato bis(1-metilamil)sódico,
"N,N'-bis(1-methylheptyl)-p-phenylenediamine","N,N'-bis(1-metilheptil)-p-fenilendiamina",
"1,4-bis(2-(4-methyl-5-phenyloxazolyl)benzene","1,4-bis(2-(4-metil-5-feniloxazolil)benceno",
bismite,bismita,
bismuth,bismuto,
bismuth ammonium citrate,citrato de bismuto y amonio,
bismuth antimonide,antimoniuro de bismuto,
bismuth bromide,bromuro de bismuto,
bismuth bromide oxide,óxido de bromuro de bismuto,
"bismuth carbonate, basic",carbonato básico de bismuto,
bismuth chloride,cloruro de bismuto,
"bismuth chloride, basic",cloruro básico de bismuto,
bismuth chromate,cromato de bismuto,
bismuth citrate,citrato de bismuto,
bismuth dimethyldithiocarbamate,dimetilditiocarbamato de bismuto,
bismuth ditannate,ditanato de bismuto,
bismuth ethyl chloride,etilcloruro de bismuto,
"bismuth gallate, basic",galato básico de bismuto,
bismuth glance,bismuto vitreo,
bismuth hydrate,hidrato de bismuto,
bismuth hydroxide,hidróxido de bismuto,
bismuthinite,bismutinita,
bismuth iodide,yoduro de bismuto,
bismuth-?-naphthol,bismuto ?-naftol,
bismuth nitrate,nitrato de bismuto,
"bismuth nitrate, basic",nitrato básico de bismuto,
bismuth oleate,oleato de bismuto,
bismuth oxide,óxido de bismuto,
"bismuth oxide, hydrated",óxido de bismuto hidratado,
bismuth oxybromide,oxibromuro de bismuto,
bismuth oxicarbonate,oxicarbonato de bismuto,
bismuth oxychloride,oxicloruro de bismuto,
